Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.121865978640306,-0.273897828438086,0.0246456837369903,0,0,0,0.999102566782323,0.000487090542499096,-1.69716831441622E-05,6.79121092917164E-07,0.0112944978686566,-1.93331648583656E-08,0.0114768570045446,0,0,0,0,0,0,package://gantry2/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://gantry2/meshes/base_link.STL,,Gantry Base-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
X_gantry,-0.330445600953596,0.41243845615363,0.719872312327481,0,0,0,2.71844086885816,0.0276076361373676,-7.81803234908446E-05,-0.0089490452395312,0.0300491640122015,3.21854109229722E-05,0.00955363785666674,0,0,0,0,0,0,package://gantry2/meshes/X_gantry.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://gantry2/meshes/X_gantry.STL,,Gantry X-Frame-1,Origin_X_gantry,Axis_X_gantry,X_gantry,prismatic,0.384039296465491,0.296155016969451,-0.511878593824796,1.5707963267949,0,-0.388845869999989,base_link,0.924707224857576,0,-0.380679062066986,0,0,0,0,,,,,,,,
Y_gantry,-0.406226038392111,0.330664773639603,0.775987322827041,0,0,0,1.32530018051395,0.0068727595486413,-6.67237256068689E-07,-0.000824318311271524,0.00261475168890882,2.0555067490779E-07,0.00521023975730692,0,0,0,0,0,0,package://gantry2/meshes/Y_gantry.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://gantry2/meshes/Y_gantry.STL,,Gantry Y-Frame-1,Origin_Y_gantry,Axis_Y_gantry,Y_gantry,prismatic,-0.016803,0,-0.040816,0,0,0,X_gantry,0.38068,0,0.92471,0,0,0,0,,,,,,,,
Z_gantry,-0.456176963862741,0.360694369203997,0.796550543642087,0,0,0,0.403068685222285,0.001069651416775,-2.56265949484876E-07,-0.000122132318441185,0.000362088816464686,6.50889057713317E-08,0.000823258357325589,0,0,0,0,0,0,package://gantry2/meshes/Z_gantry.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://gantry2/meshes/Z_gantry.STL,,Gantry Z-Frame-1,Origin_Z_gantry,Axis_Z_gantry,Z_gantry,prismatic,0,-0.057303,0,0,0,0,Y_gantry,0,1,0,0,0,0,0,,,,,,,,
R_arm,0.000172992865795168,9.99205362598177E-05,0.158656494242956,0,0,0,0.40832410475707,0.00270494526203626,-1.15577645652849E-18,5.79230425117883E-09,0.00273630527789283,4.93932362761744E-09,0.000324233567972814,0,0,0,0,0,0,package://gantry2/meshes/R_arm.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://gantry2/meshes/R_arm.STL,,Rotating Arm-1,Origin_R_arm,Axis_R_arm,R_arm,continuous,-0.471819627899255,0.356052852730416,0.803144304946078,-0.00564683816729087,-1.18025922404267,0.00610662824055455,Z_gantry,0,0,1,,,,,,,,,,,,
TMS_1,0.000114831415910233,1.85573778566095E-13,0.000278936906747407,0,0,0,0.0116350451938088,4.3766659154405E-06,9.70035806131879E-08,-1.54880682052681E-06,4.79724370288521E-06,-3.99339716323589E-08,1.25206583486368E-06,0,0,0,0,0,0,package://gantry2/meshes/TMS_1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://gantry2/meshes/TMS_1.STL,,dgear_center-1,Origin_TMS_1,Axis_TMS_1,TMS_1,continuous,0,0.000250000000013711,0.347848885049497,-0.875623012470802,0.999554617960551,-0.789671704770428,R_arm,0.380679062067115,0,0.924707224857523,,,,,,,,,,,,
TMS_2,-0.0275370440622424,-0.0116708971830498,0.011361808424475,0,0,0,0.0428411642677234,9.69581929377774E-06,-8.55825648543455E-07,8.05759888760884E-07,1.12788798612566E-05,3.52375889302879E-07,1.13213907041868E-05,0,0,0,0,0,0,package://gantry2/meshes/TMS_2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://gantry2/meshes/TMS_2.STL,,TMS_gear-1,Origin_TMS_2,Axis_TMS_2,TMS_2,continuous,0,0,0,1.32449423379942,0.715487506794452,-0.0697245512363634,TMS_1,0.857281644428845,0.374852653552844,-0.352921620547349,,,,,,,,,,,,
